wikiproject,art_title,art_pageid,art_ns,art_importance,art_class
lgbt studies,camp (style),83987,0,,b
lgbt studies,ricky martin,84065,0,,c
lgbt studies,hylas,84082,0,,start
lgbt studies,melissa etheridge,84275,0,,c
lgbt studies,laius,84278,0,,start
lgbt studies,allan bloom,84444,0,,b
lgbt studies,cyndi lauper,85226,0,,c
lgbt studies,john preston (author),86675,0,,start
lgbt studies,sissy,86765,0,,start
lgbt studies,henry cowell,87062,0,,b
lgbt studies,g. h. hardy,87599,0,,c
lgbt studies,john holmes (actor),88489,0,,c
lgbt studies,sandra bernhard,88704,0,,start
lgbt studies,richard morel,89119,0,,start
lgbt studies,lgbt community,89129,0,,start
lgbt studies,jimmy somerville,89144,0,,start
lgbt studies,luis cernuda,89613,0,,start
lgbt studies,she bop,89622,0,,start
lgbt studies,steve antin,89654,0,,stub
lgbt studies,margaret cho,89662,0,,start
lgbt studies,rupaul,89678,0,,c
lgbt studies,shirley q. liquor,89702,0,,start
lgbt studies,the lady chablis,89709,0,,start
lgbt studies,andrew fleming,89751,0,,stub
lgbt studies,hiv/aids in the united states,89768,0,,b
lgbt studies,janis ian,89835,0,,c
lgbt studies,are you being served?,89857,0,,b
lgbt studies,corinthian (comics),89862,0,,c
lgbt studies,buddy cole (character),90677,0,,start
lgbt studies,quentin crisp,91448,0,,c
lgbt studies,hugh paddick,91874,0,,start
lgbt studies,cat on a hot tin roof,92617,0,,c
lgbt studies,same-sex marriage,92656,0,,b
lgbt studies,defense of marriage act,92946,0,,b
lgbt studies,cruel intentions,93559,0,,start
lgbt studies,nigel hawthorne,93754,0,,start
lgbt studies,showgirls,93760,0,,b
lgbt studies,kevyn aucoin,93787,0,,start
lgbt studies,poppy z. brite,93789,0,,c
lgbt studies,sally ride,94289,0,,c
lgbt studies,vauxhall,94344,0,,c
lgbt studies,ferndale, michigan,95878,0,,c
lgbt studies,graham norton,96467,0,,c
lgbt studies,matthew shepard,96484,0,,b
lgbt studies,ian paisley,96495,0,,b
lgbt studies,slash fiction,96527,0,,c
lgbt studies,kelly osbourne,97561,0,,c
lgbt studies,pedro zamora,97581,0,,c
lgbt studies,wolfenden report,98186,0,,start
lgbt studies,michael chabon,98651,0,,ga
lgbt studies,annie sprinkle,98957,0,,start
lgbt studies,frederick the great,99613,0,,
lgbt studies,bertrand delanoë,99993,0,,start
lgbt studies,federico garcía lorca,100031,0,,b
lgbt studies,jerry herman,100339,0,,start
lgbt studies,ardhanarishvara,100511,0,,ga
lgbt studies,sydney gay and lesbian mardi gras,100778,0,,start
lgbt studies,yukio mishima,101631,0,,b
